sentiment,review_body,product_category
1,"Great  really soft hoodie. i got an xxs petite and it's still a little big  but it works. i'm 5'1""  95lbs.",Lounge
1,"Very comfortable fabric and fits nicely. i am 5'10"" like it states the model is  and it falls shorter on me that viewed  but still looks nice. it will be an easy dress to use for different looks.",Lounge
1,This appears much more pink in person. i'm not really a pink girl but thought i'd try.   the way the shoulders are cut makes my defined shoulders/arms look too intense for my liking. this would look nicer on someone more petite and less athletic in my opinion. i like that the bust has slight padding that can make a bra unnecessary for yoga  spin  pilates  ballet  or barre class. it's nice and fitted and true to size. would be really cute on the right person.,Lounge
1,"The design is graceful and both my kids said it was a keeper ""pretty "" even the boy child.    somehow i feel it makes my tummy look bigger than it is  maybe with the belt on my jeans.",Lounge
1,I just received this jacket in the cream color. it is so cute! you can change it from 3/4 to full length sleeves. i ordered both an xs and s and kept the s after i saw that i could cinch the waist to fit better. in the picture it looks a bit boxier than it really is possibly because not cinched. the material is good quality and the jacket is complete with attention to detail from the buttons to the jean contrast pull on the zipper. i love this jacket! it is a good cross over from athletic to cas,Lounge
1,These joggers are amazing! they fit true to size if not a bit loose. i purchased my usual small (size 6). the seams are sewn perfectly and the fabric is dreamy. i wore these to work with sandals and was so comfy and appropriate all day in the hot weather. the color is a deep gray and goes with everything! the front panel makes them a bit more fitted and there is even back pockets!,Lounge
1,"These pants are great. i am 5'6"" and 133lbs. i normally wear medium for athletic bottoms. medium fits well except knee pit area. maybe because they are not very stretching fabric. however  they are still flattering. the material was thick enough and their print hides underwear lines.",Lounge
-1,There was nothing i liked about this coat. it was definitely not designed with a chest in mind. the pins on the straps were already coming off the first time i tried it on. i usually like oranges too  but even this color turned me off.,Outerwear
-1,Visions of sartorial splendor danced in my head as i planned my instagram posts centered around this coat. and then it showed up on my door and my dreams were crushed. i'd already read the reviews and knew the coat was unlined and would be oversized. i did not expect it to be soooo sloppy. especially around the collar. there is nothing crisp about it. i've had boiled wool outer ware before that held its shape much better than this. if i wanted fleece i wouldn't have picked retailer as the s,Outerwear
-1,This sweater coat is very bulky and has an odd and unflattering shape when on.,Outerwear
-1,I knew i needed to buy this trench from the moment i saw it on my computer screen  but something prompted me to stop by my local retailer and try it on first. thank goodness for that.    at first glance  i knew i wouldn't be buying this. the construction leaves much to be desired. from the flimsy  single layer of unlined  unstructured fabric  to the thin strip of fabric serving as a belt  i could easily see this being sold at a cheap store for teenage girls where throwaway clothes are a dim,Outerwear
-1,Not as cute as photos  and too small in chest. i am 5'5''  125 lbs  and the small was too tight in the chest  and i am not large here at all. shoulders and sleeve length fit well. will return. not comfortable  and will need to be able to button it on rainy days.,Outerwear
-1,Unfortunately  does not look anything like in the picture. looks like an oversized house robe. i expected much more but was disappointed. i am definitely returning it.,Outerwear
-1,"I have been looking for a fall/spring coat to wear when the weather is between 30 and 55 degrees. this ""coat"" looks great in the pictures  but so disappointing in reality. the best thing i can say is that the fabric is soft. it is unlined  so i'm not sure why you'd even wear it -- if the weather's warm enough to wear a thin  unlined jacket  why not just wear a sweater? the weight is not what i would expect at this price point. even worse  the design is terrible; my husband (who has a great eye)",Outerwear
-1,This coat is awful  just awful. i bought it based on the reviews  my husband said it looks like i am wearing a mattress. it looked awful. i really really liked the softness and that it wasn't like another puffer coat  it was also stretchy and the buttons super easy to wear  but the look  style  and design make it very unflattering. it looked so bad that i took it off right away. so disappointing!,Outerwear
-1,I was excited to receive this coat for my annual travel to switzerland but hesitated to order it online without seeing it first due to the price. it arrived last night with the buttons falling off and a large hole in the front pocket. the lining inside is has a very cheap plasticky feel and i can also see small rips possibly forming in the lining. in addition  the collar on the coat is extremely bulky and the shoulders are padded underneath the fur which makes ones shoulders appear like a lineba,Outerwear
0,I wore this coat one day and the buttons started falling off. it stretched so much. i'm going to beg my local store to take back. it shouldn't fall apart like that. it's super duper cozy though.,Outerwear
0,I loved this when i saw it arrive in the mail. as soon as i put it on though  i was drowning in it. i know its a cape and it is suppose to be large but it was so big i had to return it. i still really like it and wish it would have worked. i am 5'5  athletic/slim figure just for reference.,Outerwear
0,I agree with the other reviews that the sleeves can be tight even for those with slim arms. life would be great in this coat if my arms were always down by my sides. but when i lift my arms that's another story. i also agree that the material wrinkles easily. this is a high-maintenance item as far as pressing and ironing goes. it is a very pretty feminine coat but i would reconsider this only if it goes on sale.,Outerwear
0,This trench is beautiful  with a lovely  swinging skirt that adds a romantic sense of drama and movement - you'll feel as though you are starring in your very own film noir movie. i wish i could have kept it  but i couldn't justify paying full price on a coat that had to be hand-washed (the label specifies no dry cleaning!).there is a lot of fabric on this trench  and i imagine that all those little pleats will have to be ironed too. i don't have the time for that  and for this much money  i wou,Outerwear
0,I remember seeing this great jackets online and knowing that i would have to have it! so i traveled to the store to try it on. the ruffle on the bottom was beautiful and fluffy and just like the pictures. the color was perfect and it was lightweight enough i could get more uses out of it that most of my coats in the texas heat. so i tried on the small. the didn't quite button over my bust  and i did an arm wiggle that made the arms too tight near where they met my body. no problem  medium it is.,Outerwear
0,I love the look of this jacket. it's incredibly soft and fits tts. i love how it's a little different and fun. however  it's already pilling after 3 wears. probably have gotten a total of 15 hours of wear out of it. i am so disappointed. for this price point  i would have expected better quality.,Outerwear
0,Wow  this runs small! i'm thinking the accidentally sent me an xxs?!?,Outerwear
0,Too much of a good thing is...still too much. there's too much flounce on this jacket for me--the waist sits slightly high  and the incredible amount of fabric beneath it (when you twill around  it's basically a full circle) makes my hips look huge. if there were about 1/3rd (not 1/2  but 1/3) the amount of fabric to the skirt  i'd be totally in love.   as it is  i'll be returning it.,Outerwear
0,I'm usually a 12  or size l in retailer and when i tried this on  buttoning it up from the bottom  i was so excited...until i reached the chest. it was way too tight in the bust and i am not that big in that area - it was painfully tight on my 38d chest. it's also unlined  which makes it not very useful for anything other than the warmest times of year. it's a shame because the skirt is swishy  and a good length - many trenches are too short  or not wide enough on the bottom for a fuller figure. i,Outerwear
1,This jacket is really cute! however  the mesh is really fragile. i've had the jacket for a month and noticed a huge tear down the back shoulder. it doesn't fit me tight so i'm not sure how it happened. every time i wear it i'm super paranoid about snagging it on something. like i mentioned before  the jacket is cute. it's lightweight and the design is unique. but if you want to get more than an occasional wearing out of this then don't bother. i'm hoping i can return it otherwise that's a lot of,Outerwear
1,I have been looking for a long jacket with personality for a while now. i got one from retailer 5 years ago and i've been looking for something just as great. walked into the store and fell absolutely in love. the fit is true to size  i prefer my jackets pretty fitted. the color seemed a bit rosey in the store  but now that i'm home seems more tan and brown. it's not going to be super warm  perfect for fall in colorado and warmer winter days. it's soft  so soft  not bulky at all. if this is your s,Outerwear
1,This coat looks great  but the fabric is thin--only partly wool. the snaps also don&amp;amp;#39;t stay shut very well; i&amp;amp;#39;ll probably add a hook-and-eye closure for security. despite its flaws  it looks good enough that it&amp;amp;#39;s a keeper (when purchased on-sale).,Outerwear
1,I purchased this jacket in my usual size s  but wish i would've chosen the m. the small works  but the sweater sleeves are tighter than i would've liked  making it hard to layer other clothes underneath. the sleeves are also just a little too short.,Outerwear
1,This is the one. the faux fur i have been looking for. it is plush and heavy so that it should keep me warm and toasty during the dreaded new england winter. i love the richly saturated jewel tones over a base of black . there are only two snaps to close the front but there is enough fabric to overlap to keep the cold away. maybe winter won't be so bad after all.... one caveat is that the item description is not truly accurate. i initially ordered a petite since the length stated was almost 37 i,Outerwear
1,I love this jacket. i have not worn it yet  as the weather is still very warm  but i am looking forward to wearing this a lot this fall. the cropped cut is very flattering and the vegan leather very soft  i followed the other reviews and ordered one size up and it;s perfect. i am normally a size 4 and went with he medium. the plum color is quite neutral in person. i also love the printed lining. i did notice quite a few long threads around the lining sewing  i hope this is just an overlooked pos,Outerwear
1,"This coat won't take me through a cold boston winter  but i will be willing to sacrifice a little warmth in order to take this beauty out for a night on the town. it's chic  slim  elongating and bold. it looks fantastic paired with some bold tall boots and solid colors underneath. as for sizing  i tend to disagree with most ""runs small"" reviews  but this baby runs small. especially if you really do live in a cold climate and intend to wear something substantial underneath. my bust measurement is",Outerwear
1,I saw this initially in the store and thought it was nice but did not purchase because i thought the price was too high.  i saw it again and it was on sale but the store had sold out of my size.  i checked online and my size was available so i ordered.  i was afraid this cape would be to long and make me look frumpy but it wasn't and i didn't.  it looked great. i tie the belt a little higher than the model to make me look taller.   i can't wait to wear it on cool fall days.,Outerwear
1,The photos do an amazing job of selling this coat. in person it is just a little bit less than what i was hoping for. the navy blue color is lovely and elegant and fits the sophisticated femininity of this style. black or khaki would be too boring.  the fabric is soft and drapes and flows beautifully  but it is quite thin. if you hold the coat up to the light you can almost see through it! the thinness probably helps the flattering fit of the coat  but i don't know how effective that makes it at,Outerwear
-1,I adore the feel and cut of these culottes  but the quality has diminished my faith in retailer. picks  piles  and serious wear and tear after just one day. i feel as if i wasted my money.,Pants
-1,"I have loved the pilcrow hyphen chinos  and have purchased many pairs. however  the last 3 pairs i've ordered are all a different cut now. they are no longer the chino i loved  although they have the exact same name. they are now ""boy cut""  and are much more narrow through the hips and thighs. nowhere on the description does it say ""boy cut"". it's not until the package arrives in the mail that i'm saddened to find this changed product with the same number. it really should say this int he descri",Pants
-1,First  the good parts: these are adorable in person and (i think) the colors are prettier in person than in the pictures. the green isn't too army green  it's a pretty nice mellow neutral that you could wear with reds  whites  blues  pinks...virtually any color.  the tencel fabric is super soft and comfortable and the drape is nice. they do seem to run a little large  so i'd size down if you're between sizes.  and now  sadly  the bad: these stretch out virtually an entire size after just about a,Pants
-1,I loved these pants. the fit well and were flattering. unfortunately after three wears  they came apart at the seam. very disappointing and frustrating.,Pants
-1,I wished these fit a little better. unfortunately  they were a little tight in the thighs and if i didn't pull the waist of the pants up  i had sagging crotch and the pockets hung out. needless to say i made a return.,Pants
-1,Let me start off by saying that i really  really wanted this jumpsuit to work as it looked good on me and was tts (got a 6p). unfortunately  it didn't work out due to the two buttons at the top which break way too easily. i had to return it and exchange for another jumpsuit but it did me no good as the second one did the very same thing so i didn't even bother trying it on. the buttons broke through before i even got the chance as the material is far too thin and the back of the buttons just pop,Pants
-1,Bought the gold pair and dripped something on them so spot cleaned them with water only. my white washcloth turned bright yellow. the food came out but surrounding area was super faded. so i returned them  took the second pair home  wore them a few times  they stretched out so much  washed them in cold water and they have splotches that are really light. these pants are way too much trouble.,Pants
-1,These look much cuter in the picture than in person. i found them to be very thin and cheap looking. i am pretty sure you could find a similar pair at a budget department store.,Pants
-1,The black band seemed to cut across the widest part of my hips  emphasizing them. the pants are sheer. the fabric was not comfortable against my skin. overall  the pants were a miss.,Pants
0,I love these pants -- bought them in the mustard color. my only complaint is that they are not colorfast -- i washed them in cold water with other colored items -- most of which belonged to my husband. not good -- and pretty much ruined an entire load of laundry except for these pants. retailer -- please color test your garments. there is really no excuse for fabrics like this to run in this day and age!,Pants
0,I have mixed feelings on these. i ordered the honey which is a mustard color as shown in the picture. they are true to size  cute  and comfortable. i washed them the first time with a load of darks and the color ran onto other clothes. plus the pants looked a little streaked in some areas. i'm not sure if this was a bad lot  but back to the store they went.,Pants
0,Cute fit but... split in the thigh after two weeks. and i'm not a big gal. poor quality.,Pants
0,Not that i don't recommend  only don't recommend if you have muscular thighs. so i tried on the small in plaid pattern (or checkered?) and not flattering on me at all. snug on the though and loose by the knee and below. also that pattern made my legs look weird  no kidding  kind of crooked... they are super comfortable and the small fit  so perhaps they run small?    i would get petite if you are usually a petite  the regular size bunched on the bottom  too long.    i am usually a 0p or 00p  or,Pants
0,I look like a stuffed sausage in these pants and i even went up a size. for some reason  this fabric isn't working for me. i think it's the sheed combined with the stretch (or lack there of) of the fabric. i'll have to pass.,Pants
0,"I am 5'2"" and 115lbs......ordered the blue motif in small petite. they were not only too big overall but were way too long. i had to roll them up several times to get the right length. because of fabric design these would definitely have to be hemmed. i had to check tag because i thought for sure i got sent a regular length but they were petite. not sure if they are worth trying in a smaller size..... pants were really comfy but maybe too pajama like for my taste.",Pants
0,The top is huge! i wear an xs and am not the bustiest of women  but the top part of this romper felt like it belonged on a medium or large  even though the bottoms and waist fit perfectly. i was really disappointed  as i loved it in every other way.,Pants
0,I love love love these pants!!! they actually fit me and look great!!!! buyer beware that the dye used is very delicate. i had a very slight stain on them that most likely only i noticed  but i decided to use a spray and wash stain remover. the resulting removal of the stain came with a very large loss of color anywhere the stain remover touched. unfortunately this has made these pants unwearable. buy  wear and wash these with care!!!,Pants
0,The jumpsuit is very pretty but it's definitely not meant for women who are on the curvier side or shorter. plus it sort of looks like pajamas on. i am 5'7 and i wanted to to look similar to the model in the picture but it comes down to my ankles so it would look best on taller/thin woman.,Pants
1,"I just love all pilcro pants. they are great for any occasion  any type of weather. i am 5'5"" 125 lb. and i wear a 27 in all pilcro pants and they fit perfectly. only bummer is that i have to iron them  but they iron easily. length of these pants is just a tad long  but i can wear wedges with them and that solves the problem.",Pants
1,These pants are so comfy i'm getting a second pair. i ordered the olive color in a small/reg  im thinking of ordering the xs next time since they do stretch out a great deal as the day goes on. would definitely recommend these for sure. hope this review is helpful as i struggled with ordering petite or not. glad i didn't!,Pants
1,This caught my eye straight away and it hasn't disappointed on either. really unique and i imagine it will suit many different occasions. high quality and slimming vertical stripes too.,Pants
1,I absolutely love these pants. they are so incredibly comfortable and fit is amazing! they look awesome with sandals and boots and will transition perfectly into fall. i definitely recommend sizing down like the other reviewers have suggested. i originally purchased my normal size 27 but they were loose after wearing a little around the house. i decided to exchange them for a 26 and they were a little snug at first but stretched out and fit perfect!,Pants
1,These pants are so great. i am 5'10 and the talls are actually a hair too long. but no complaints! just wish they made every color available in tall. i had been waiting for new colors to get a second pair and was disappointed they are only offered in regular length. but overall these pants are super comfortable and great for work. as far as sizing goes  i wear a 29 in the pilcro cord leggings and wear a 12 in these.,Pants
1,I think this romper is super stylish  kind of dvf-ish and it's as-pictured except it's more colorful in person; the vines are pink and pale aqua  and the flowers are deeper yellows with white & beige parts and pink dots in them. i see what other reviewers mean that the fabric is thin  it is  but i wouldn't say sheer. it's a lightweight woven fabric. the problem is there's no stretch  so when you reach up  the whole romper hikes up. i think it's true-to-size. i got my usual xspetite and it fits g,Pants
1,I got this piece because it was so unique.. that's one of the things i love so much about retailer: not afraid to go where no woman has gone before  so i ordered it in a 4p  my usual size  and a 4. i am petite  but the 4 worked perfectly  i think. i am pretty voluptuous below the waist and medium to small on the top and the 4p was too small all over - so i would agree that it runs small.    the quality is excellent  the look is great. my husband liked it on me. it might work for the office with so,Pants
1,Sporty  comfortable and good option to replace jeans  however material needs to be ironed. i bought these as a nice (dressier) alternative to jeans on my trip to europe but didn't end up wearing them b/c an iron wasn't readily available and the height of my ankle boots made the style look choppy. best to wear these with shoes that don't come above ankle.,Pants
1,"I have always been a pilcro fan and these are so comfortable and fit well in the legs. i'm 5'6"" and 128 and the size 26 fit very well.",Pants
-1,"I followed the other reviews and sized down. normally  i'm a small/medium in retailer (5'8""/135 for clarification) and i expected the garment to be a bit roomy. i ordered the small and when it arrived i almost called the corporate office to ensure i didn't have to pay rent on the romper  given that you could comfortably fit a small family of five in it. oddly  the arm-holes were normal sized? i returned this mess.",Shorts
-1,It was so cute in the pictures and i was looking for something to wear to my trip to europe so i purchased it but it really didn't live up to my expectations. i'm 5'3  115 and got a s. it looked odd on me...a little too short on the bottom  a bit too big on top and overall i thought the material looked cheap for the price. i returned it.,Shorts
-1,I was disappointed when i got this romper in the mail. the picture looks much cuter than in person. although it's true to size  it looks pretty baggy on. also  i thought the grey (top) and blue (bottom) were too similarly colored; more contrast would have been nice. i'm returning this item.,Shorts
-1,I loved this romper so much! the material is thin  but perfect for summer. the style is just what i was looking for. it's so so cute and fit perfectly...at first. i wore it one time and then washed it exactly as described on the tag and it shrunk beyond recognition. it went from loose and flowy  like on the model  to little booty shorts and a body suit...not the look i was going for. i am so disappointed.,Shorts
-1,"I'm 140 at 5' 8"". pear shape. the pockets really opened up when i put them on and didn't lay flat. loose on leg opening - which i liked. but the pockets sticking out around the hip area made my pear shape even wider. i got a medium",Shorts
-1,The picture makes the shorts look structured. i assumed they were made of a heavier cotton material. i was disappointed when they turned out to be a light weight polyester.     also  this runs way too big. i am busty and did not fill out the top of the xs.    i wouldn't even buy this at the sale price.,Shorts
-1,I've been wearing these shorts for years  i work outside and it was great to have comfortable jean shorts that were just the perfect length. the fabric quality on these shorts (and many many other retailer items) has gone down. sure  they're great when you try them on in the store..soft  comfortable  flattering  but when these are worn for a day they get so stretched out that i feel like i need a belt to keep them on. i wore these several times  sat down on a relatively smooth concrete wall  and a,Shorts
-1,These are my all time comfiest shorts and i am obsessed with the lavender color. sadly  using free and clear detergent on a cold  delicate cycle made the color turn splotchy  and they are unwearable. this happened once and i exchanged for another pair  but i'll be returning this pair. i'll be sad to see my favorite color go  but there is obviously a defect in the dye used. maybe i'll try another color!,Shorts
-1,"I was so excited that retailer finally had some bermuda shorts for those of us that are 1) older and don't want to show off that much leg anymore  and 2) are ""curvy on the bottom"" and really cannot wear the shorter shorts. i ordered these immediately in the navy. i usually wear a 31 in pilcro jeans  and like the other reviewer observed as well  i was floating in these - not only in the waist but everywhere. the legs are big - but it's supposed to be a boyfriend cut so i get that  but they just are",Shorts
0,Fabulous fabric  adorable details. fitting is very  very odd. it's non-adjustable in any way. the fabric has no stretch at all around the middle and the underwire of the bra is very stiff which i found painful. the straps were kind of loose  but there is no way to tighten them because of the frills. when i bent over  the shorts exposed the bottom of my butt. i'd get a larger size  but then i can't adjust the straps and they would definitely be too long and leave my breasts very exposed. overall ,Shorts
0,"I wanted to love this romper  but it just wasted right for me. i am 5'5""  135lbs  34c  curvy/muscular frame and ordered size small. i may have liked it better with more room in the medium  decided to return. i still recommend trying this product  but it wasn't for me and my hips!",Shorts
0,I wanted to like this romper  it is very cute and colorful  but to top was overywhelming for my size and made me look even shorter.,Shorts
0,"The shorts are very cute  very nice quality and intricate detailing! the sizing is tight in waist and very big in legs not flattering at all. i'm 5'1""  115 lbs. they are going back.",Shorts
0,When these shorts arrived i loved them and was so excited to wear them on my upcoming trip to the beach. the high rise waist is very flattering and the material was extremely soft. the floral detailing was a little more orange than in the picture but i still loved the contrast. the first time i wore these i immediately noticed threads coming loose throughout the day. it was minor but still concerning for an item that was so costly. the real problem arose in the evening when i put on a jacket on,Shorts
0,These are so cute and the colors are great  however  they stretch out about 2 sizes. they fit me perfectly and i sized down and they stretched out about a size 1/2 to 2 sizes too big. i'm bummed out because they are perfect in every other way. didn't think they would stretch out as much as they did. and they look awful once  they've stretched out. wish i didn't take the tags off or i would have returned them. size down at  least one size  i could have sized down two sizes. hoping they shrink lik,Shorts
0,I know rompers typically aren&amp;#39;t the easiest and while i loved this fabric this was a pain to put on no zipper  etc. and the buttons are tiny and since the fabric doesnt stretch it is difficult to even try on. the length of the shorts was great and the fit was just ok all in all i don&amp;#39;t think it is worth the price.,Shorts
0,"Just so i'm clear  the only reason i said it runs large is b/c of the top portion  but the bottom or waist. loved this romper when i saw it online  it was however too big in the top portion. the straps are adjustable but the back is too low for a bra and it ""gaps"" too much in the front unless you are standing straight all day.    also b/c i'm 5'8  the small was just a tad too short  definitely no bending !    i'm 5'8 tall  127lbs with an average size chest #34c# i ordered a small and the bottom",Shorts
0,I am somewhere between a 24 and a 25 (i have narrow hips but an average waist)  so i was happy to find that these worked for me in me in a 0. i loved the blue color as an interesting neutral. they did stretch out a little with wear  but i still felt like i looked good by the end of the day. i typically really like cotton/linen blends as i can usually wear them out of the dryer if i'm going for a casual look - a few wrinkles with linen doesn't bother me. but these. oh my. when i pulled them out o,Shorts
1,I was running low on good summer shorts and thought i'd try these based on having a pair of the pilcro cropped pants i got a couple months ago. i tried these shorts on in-store to make sure they fit right and that i liked how they looked but then bought them online (more colors were available in my size than what they had in store). i bought these in 3 different colors and i absolutely love them all! they are my go-to shorts now  they look good with the legs rolled up or down  and i will be wear,Shorts
1,I was looking for a romper for a long time which i don't need to care whether to wear bras after taking shower and relax. because of its design with a line on the top  no worries for a relaxed romper. the texture was not as silky as i wished but you will like this if you want a light on weight.,Shorts
1,"I am 5'7 and 125lbs w a muscular bubble butt from climbing and biking. usually have trouble w shorts fitting right because my legs and waist don't match my butt. these shorts run large   i got a medium which should have been okay but they stretched out quite a bit after one wear so am returning for a small. it's crazy for my butt to be in a ""small""anything. so- if you are a skinny minny  or have a flat butt  these may not work for you in that you don't have anything to hold these up besides the",Shorts
1,I was excited when i saw these shorts in my local retailer store. i wear a 25 sometimes 26 and i grabbed an xs. however  when i tried these shorts on i was sad to see that they run big and looked baggy on me. they fit  but are really loose. i am probably going to have to return these because they don't come in an xxs. they are great shorts and a perfect length  but make sure you size down.,Shorts
1,Great summer skort! these are exactly what i have been looking for to wear to the carribean! the material is substantial but not enough to be hot nor too little to be called thin. the skort is constructed well with nice flow between the skirt and short portion which is sometimes a miss with other skorts i have tried on. it does run slightly large. i also sized down after initially trying on the one in the photo.,Shorts
1,"These shorts are a must. they are so soft and go with every top imaginable. i bought these in an xs and feel they run tts. for reference i am 5'1"" and normally wear a 24 25  or 0. you will not regret this purchase.",Shorts
1,The material is so soft  and lightweight without being sheer. i am 5'1 #145 and ordered a size 28 in blue. they have a relaxed fit  and a polished-casual look.,Shorts
1,Cute casual drawstring short. runs a little large but nice style for an oversized look. nice length for long legs.,Shorts
1,Cute romper  love the pattern but the material seems cheap and flimsy  and is staticky! for the price it should be better quality. also i'm fairly short and hits high on the leg. not sure how anyone taller could make it work.,Shorts
-1,I ordered my usual size m and when arrived i thought the material and cut was nice.  once i tried it on it was way too big in hips.  i looked rather comical how it extended on the sides.  i returned the dress.,Skirts
-1,"The material is horrible  it's heavy and cheap. the skirt does not ""flow"" as it appears in the photo. instead the bottom part of the skirt just stands out like ruffles. am returning.",Skirts
-1,"Yikes. there is a whole lot of skirt here. i am 5""4  weigh around 120 lb  and usually wear anywhere between a four and six in retailer clothing  depending on the designer. this skirt balloons out from the waist. on the website it seems to flow more naturally from the waist. i think that the flowers are cute but the material is cheap looking. the skirt is very long- hitting way below mid-calf. there is also tons of material - creating a parachute effect. definitely returning.",Skirts
-1,I usually wear a 6 and ordered two other skirts at the same time. the other skirts fit perfectly and this one was more like a size 2. very disappointed for i really liked the idea of it.,Skirts
-1,This skirt is gianormous! i usually take an xl or l  so i ordered both. the waistband on the xl was so huge  i didn't even try it on. i feared it would not stay up! so i tried the large  and it was big as well. i think i would have needed a medium. but as it is  it is not the cute a-line that appears in the picture. (i wonder how they even got it to look like that !?!?!) it is huge  hip-y  and bunchy. yuck.,Skirts
-1,I really loved this skirt on the model  but it just wasn't flattering when i received my order. i ordered two sizes - 2 and 4. i am 5'4  athletic build and the front closure made my waist look much larger than it is. the back of the skirt also flared out more than i expected it to.     sadly  i had to return both. perhaps this would look better on someone with a much taller frame.,Skirts
-1,This skirt looks/lays exactly like the photo. i bought a size small and i usually wear a size 4. it was maybe a smidge big  but nothing that affected the look of the skirt. the material reminded me of felt/wool mixed together  almost like sunday school felt cut outs (but stiffer) (not a fan).. i was underwhelmed - it looked plain and simple  and the color washed me out. definitely not worth the price (for me anyways). good luck!,Skirts
-1,I thought it was only me and immediately assumed i needed to go on a diet when i attempted to put this adorable skirt on. it got stuck at my hips. i'm a very consistent size small in dresses and skirts. i actually thought about putting it on over my head but that was impossible. its going back. now i see the other reviews and am relieved that its the skirt and not me! wish i had read them before purchasing. retailer is going to get a lot of returns on this one.,Skirts
-1,"I wanted this skirt to work! it is soft  comfortable  and cute! unfortunately  it runs to short.  i am 5'8"" and would not be able to pull it off at work. i ordered a bigger size and it still didn't work.",Skirts
0,This is a beautiful skirt; the colors are fresh and summery  yet subtle  and it's a nice sturdy cotton  not flimsy and cheap looking. however  i agree with the reviewer who said that this runs small. i take a 4 in most skirts  but i had to try on a 6 and still felt that it didn't fit quite right. if you're extremely thin  this might be great for you.,Skirts
0,I fell in love with this skirt when i saw it on display so i had the store order me an xspetite. it seemed like the perfect lightweight summer skirt that would go with everything. it arrived today and i was a bit underwhelmed with the way it actually fit on me. it is kind of a thick linen/cottony material and just didn't lay down well  bunching out on the sides in a way i didn't find to be very flattering. so 5 stars for print and whimsy and charm  but 3 stars for actual fit on. alas it is going,Skirts
0,"It's such a beautiful skirt  i kept it around and tried it on with every top i own but i could not get the right look. the waist ""poofs"" out right below the waistband so any shirt worn over it makes you look frumpy. tucking a shirt in didn't look right because of the poof. it doesn't do anything to flatter a figure. the skirt itself is gorgeous. for the price  i need to make sure my clothes make me look good too! reluctantly i had to return it. i was hoping it would be my summer go-to skirt.",Skirts
0,Skirt was too big in the wiast and too much fabric. was not flattering  and generally not cute enough to warrent spending 50$ to get it tailored. usual size  oop felt atleast 2 sizes too large. the pattern on the skirt  and the nuetral color is very nice. if you can find one that fits  would be a nice 3 season skirt!,Skirts
0,It is a very pretty skirt but arrived extremely wrinkled and the waist is very fitted. overall i probably would not have purchased it if i had actually seen it in the store.,Skirts
0,This is a beautiful fabric and the skirt is so nice. what is wrong is the cut of the skirt. one side bells out more than the other  giving it an off center look from the front. my legs were not centered.,Skirts
0,I am so in love with this skirt  but unfortunately it runs at least one size small...since i am a 16 there is no sizing up. the color  quality  and style are perfection but i would say this runs as more true to junior's sizing than a regular women's size. so sad because it will be going back.,Skirts
0,This silk skirt was not the best look for me  but may work for others. i purchased the med  which fit fine. i just wasn't in love with the print/colors. the skirt has quality material and is well made. it's very light and airy. i did return it.,Skirts
0,I loved how the skirt looked on the model  but when i tried in on it had no shape on me. i usually wear a size 6 and received a size 4 which was large on me. also  the material feels rough which i was not expecting as it is advertised as a silk skirt. i was really looking forward to wearing this skirt but it is just not i thought it was - i expect better quality from retailer.,Skirts
1,"I was so surprised to find this in the sale. it is beautiful. light and airy while lined. the color is bright and fun. it is so comfortable. i ordered an xs based on reviews (this is my typical size in this type of style) and it fit great. i ordered the regular length even though i am only 5'4"". i am about 120#. will be an easy ""go to"" skirt to throw on for a casual look or can be dressed up. did i mention comfortable?",Skirts
1,My new go to skirt. great color for transitioning from summer to fall. i love the pockets and detailing  and yes  oh so soft...,Skirts
1,I love the style and quality of this skirt. the material is a bit heavier than anticipated  so it works well in cooler months  and the thickness makes it easy to wear a shirt underneath. it fits true to size - my usual 6 is form-fitting without being overly snug or pulled.  i am on the taller side  and the skirt is fairly long - it comes to the bottom of my knee.,Skirts
1,This skirt is a keeper. great quality. beautiful color. great fit!,Skirts
1,"Only thing is the fit is a little loose  so i wish the xxs petite wasn't sold out (or that there was a xxs#. at 115 lbs  i tried on e xs regular  that made the skirt a maxi on me #5'1.5""# and it was nice  but a bit loose. i would have worn it as a sexy strapless #i tried it  just not daring enough to actually wear it like that). so i ordered the xs petite  we shall see.    the navy and beige is a nice classy combo  i could see it being pulled off in all seasons  depending how you pair it.",Skirts
1,I was returning something to the store. before i stepped out of the store when this skirt caught my eyes. it's such a nice skirt  with the gorgeous red color  beautiful buttons and material that is heavy and thick but soft. i paired it with a white shirt that is currently on sale and fell in love with both matching together. it is tts  i'm 5'5 and 120lb and i usually get 0-2 in size. size 0 was sold out in the store so i tried size 2 and it fits me very well. the length is great  it falls 2-3 in,Skirts
1,With my 5'9'  hourglass frame  wider hips and having a baby  i wear normally sizes 10/12 (m/l) in most retailer skirts and dresses. however  with this  i was able to fit into an 8; it just sat higher up and was too form fitting for my liking. here are my thoughts: _________ pros: - lots of stretch and comfort. - pockets! always a plus in my book :) - will go with any top. - nice length. fit me as in the model. - very slimming. - you could probably go down a size if you are slender with not wide hi,Skirts
1,Love the material -- it is a thick cotton  but it is structured enough and thick enough so that it doesn't cling to me (in a bad way). its like wearing a sweater. my only beef with it is that the seam where the black material is stitched to the gray material creates a bump in the silhouette. (the black material is the same as the gray and it also has a herringbone pattern thats not really visible in the pictures) i would have preferred a uniform material rather than a panel sewn in. not a huge d,Skirts
